consumo_energia,temperatura,consumo_medio_por_faixa_temp,hvac,hvac_eficiencia_media_dia,hvac_eficiencia_media_hora,hvac_eficiencia_media_temp,ocupacao,eficiencia_media_por_metro_quadrado_temp,consumo_energia_medio_hora,conforto_termico,consumo_medio_por_dia,kwh_medio_dia_por_pessoa,kwh_medio_hora_por_pessoa,umidade,iluminacao,iluminacao_eficiencia_media_dia,dia_semana_sabado,energia_renovavel
83.33162,29.339813,82.163315,1,0.012852781,0.012779063,0.012170882,5,0.046291944,78.253,37.70066,77.80417,15.560834,15.6505995,46.061504,0,0.0,0,15.410563
95.07096,28.04537,82.163315,1,0.012852781,0.013300267,0.012170882,3,0.07333872,75.18646,33.68489,77.80417,25.934723,25.062155,39.32441,0,0.0,0,21.236338
79.80025,24.744753,72.43486,1,0.012852781,0.012720334,0.013805508,0,0.038816404,78.61429,27.456102,77.80417,0.0,0.0,30.167452,1,0.012852781,0,8.620038
78.7305,24.939436,72.43486,1,0.012852781,0.0128413895,0.013805508,4,0.047138873,77.87319,32.714504,77.80417,19.451042,19.468298,40.489574,0,0.0,0,11.486176
85.42768,22.55395,72.43486,1,0.012852781,0.013091288,0.013805508,1,0.054993156,76.38668,31.801067,77.80417,77.80417,76.38668,41.048183,1,0.012852781,0,15.189541
84.03169,26.074942,82.163315,0,0.0,0.0,0.0,6,0.05363542,79.14937,30.796131,77.80417,12.967361,13.191562,35.517323,1,0.012852781,0,6.3192005
72.89059,20.63269,72.43486,1,0.012852781,0.013084531,0.013805508,5,0.072117075,76.426125,35.792564,77.80417,15.560834,15.285225,50.952435,1,0.012852781,0,26.359009
75.61498,25.714735,82.163315,1,0.012679177,0.012822731,0.012170882,1,0.04109801,77.9865,34.0067,78.86947,78.86947,77.9865,42.298664,1,0.012679177,1,29.565863
71.78965,20.914793,72.43486,0,0.0,0.0,0.0,5,0.048719257,79.2671,26.312443,78.86947,15.773893,15.853419,31.710094,1,0.012679177,1,4.3068604
63.008156,25.205341,82.163315,0,0.0,0.0,0.0,3,0.053589147,75.54592,36.92762,78.86947,26.289824,25.181974,48.649902,0,0.0,1,4.054743
94.55062,25.976524,82.163315,1,0.012679177,0.013117281,0.012170882,4,0.05149924,76.23531,32.23034,78.86947,19.717367,19.058828,38.484154,1,0.012679177,1,16.205204
83.57683,27.726414,82.163315,1,0.012679177,0.012967306,0.012170882,2,0.046904296,77.11702,40.5328,78.86947,39.434734,38.55851,53.33918,0,0.0,1,21.647358
84.69318,25.25112,82.163315,1,0.012679177,0.013098312,0.012170882,4,0.045073405,76.34572,29.443047,78.86947,19.717367,19.08643,33.634975,1,0.012679177,1,4.46268
78.586136,26.392752,82.163315,0,0.0,0.0,0.0,2,0.05923313,77.93568,39.66964,78.86947,39.434734,38.96784,52.946526,0,0.0,1,4.6703687
75.64668,25.40367,82.163315,1,0.012679177,0.013104677,0.012170882,2,0.047222145,76.30863,31.809887,78.86947,39.434734,38.154316,38.216106,0,0.0,1,29.11892
73.20687,22.655825,72.43486,0,0.0,0.0,0.0,7,0.066669546,77.38033,38.40982,78.86947,11.267067,11.054334,54.16382,1,0.012679177,1,8.779763
74.33394,23.109785,72.43486,1,0.012679177,0.013441144,0.013805508,1,0.04881478,74.39843,38.470844,78.86947,78.86947,74.39843,53.8319,0,0.0,1,28.16249
81.30054,24.430712,72.43486,1,0.012679177,0.012783938,0.013805508,9,0.050892245,78.22316,30.864567,78.86947,8.763274,8.6914625,37.29842,1,0.012679177,1,19.145163
78.22921,23.768469,72.43486,1,0.012679177,0.0129859345,0.013805508,7,0.05519072,77.00639,36.427074,78.86947,11.267067,11.000914,49.085682,0,0.0,1,16.75337
75.41032,25.673183,82.163315,0,0.0,0.0,0.0,0,0.060703453,77.27699,40.555244,78.86947,0.0,0.0,55.4373,0,0.0,1,14.255247
71.18623,24.128752,72.43486,1,0.012679177,0.013100545,0.013805508,3,0.043459687,76.3327,40.530266,78.86947,26.289824,25.444235,56.931778,1,0.012679177,1,24.83747
92.86092,29.53402,82.163315,0,0.0,0.0,0.0,2,0.04214933,76.2337,32.415985,78.86947,39.434734,38.11685,35.297947,1,0.012679177,1,9.666941
82.10277,25.96679,82.163315,1,0.012679177,0.012883414,0.012170882,7,0.05082607,77.61918,32.350304,78.86947,11.267067,11.088454,38.73382,1,0.012679177,1,27.388245
78.28653,24.74086,72.43486,1,0.012679177,0.013109584,0.013805508,4,0.042970844,76.28007,35.06631,78.86947,19.717367,19.070017,45.39176,1,0.012679177,1,16.57386
86.08747,29.954996,82.163315,0,0.0,0.0,0.0,5,0.07420799,78.253,42.52577,78.86947,15.773893,15.6505995,55.09654,0,0.0,1,26.99404
74.576805,22.253939,72.43486,1,0.012679177,0.013300267,0.013805508,7,0.03814193,75.18646,31.004368,78.86947,11.267067,10.740923,39.754795,0,0.0,1,26.926931
90.53847,24.543219,72.43486,1,0.012679177,0.012720334,0.013805508,9,0.046532255,78.61429,27.936178,78.86947,8.763274,8.7349205,31.329138,1,0.012679177,1,9.653999
76.76832,24.341976,72.43486,1,0.012679177,0.0128413895,0.013805508,3,0.05436879,77.87319,33.940224,78.86947,26.289824,25.957731,43.538467,0,0.0,1,24.952276
86.41515,27.605576,82.163315,0,0.0,0.0,0.0,8,0.052222755,76.38668,43.06408,78.86947,9.858684,9.548335,58.52258,1,0.012679177,1,10.052394
76.19438,25.715363,82.163315,1,0.012679177,0.01263434,0.012170882,5,0.050599944,79.14937,41.67985,78.86947,15.773893,15.829874,57.64434,1,0.012679177,1,26.939577
76.93392,26.880562,82.163315,0,0.0,0.0,0.0,4,0.07348033,76.426125,39.25202,78.86947,19.717367,19.106531,51.623486,1,0.012679177,1,16.401205
71.055046,24.119764,72.43486,0,0.0,0.0,0.0,0,0.05610285,77.9865,32.672688,76.88139,0.0,0.0,41.225613,1,0.0130070485,0,1.8877738
77.39615,22.17423,72.43486,0,0.0,0.0,0.0,9,0.04624935,79.2671,29.919579,76.88139,8.542377,8.807455,37.66493,1,0.0130070485,0,15.488634
70.65427,21.468668,72.43486,0,0.0,0.0,0.0,8,0.043453813,75.54592,27.995937,76.88139,9.610174,9.44324,34.52321,1,0.0130070485,0,28.990595
67.80755,22.547049,72.43486,1,0.0130070485,0.013117281,0.013805508,3,0.042060576,76.23531,34.33265,76.88139,25.62713,25.411772,46.11825,0,0.0,0,17.526642
72.07175,23.95916,72.43486,1,0.0130070485,0.012967306,0.013805508,2,0.04185701,77.11702,27.584068,76.88139,38.440697,38.55851,31.208977,1,0.0130070485,0,2.142626
59.608902,20.68444,72.43486,1,0.0130070485,0.013098312,0.013805508,0,0.056390118,76.34572,29.58622,76.88139,0.0,0.0,38.488,0,0.0,0,13.510405
90.01159,28.000336,82.163315,1,0.0130070485,0.012831094,0.012170882,7,0.06360492,77.93568,42.90216,76.88139,10.983056,11.133668,57.80399,1,0.0130070485,0,5.304089
73.377045,20.687283,72.43486,1,0.0130070485,0.013104677,0.013805508,6,0.040197812,76.30863,27.344793,76.88139,12.813565,12.718105,34.002304,0,0.0,0,2.4631038
70.978745,20.372955,72.43486,0,0.0,0.0,0.0,4,0.050769877,77.38033,34.99919,76.88139,19.220348,19.345083,49.625423,0,0.0,0,6.6778007
74.37958,21.992943,72.43486,1,0.0130070485,0.013441144,0.013805508,3,0.04645677,74.39843,34.42807,76.88139,25.62713,24.799477,46.863194,1,0.0130070485,0,14.646473
67.64237,22.222803,72.43486,0,0.0,0.0,0.0,7,0.055103958,78.22316,36.11647,76.88139,10.983056,11.174737,50.010136,1,0.0130070485,0,0.657587
71.53539,22.646559,72.43486,0,0.0,0.0,0.0,0,0.053041663,77.00639,26.94411,76.88139,0.0,0.0,31.241663,1,0.0130070485,0,22.636324
65.28899,20.145096,72.43486,0,0.0,0.0,0.0,6,0.070903055,77.27699,37.145897,76.88139,12.813565,12.8794985,54.146698,0,0.0,0,20.020544
72.43113,23.852436,72.43486,0,0.0,0.0,0.0,1,0.03960013,76.3327,29.120481,76.88139,76.88139,76.3327,34.388527,1,0.0130070485,0,1.0668899
75.68903,26.827152,82.163315,0,0.0,0.0,0.0,3,0.06507316,76.2337,39.852287,76.88139,25.62713,25.411234,52.877422,0,0.0,0,24.092049
71.77872,20.983492,72.43486,1,0.0130070485,0.012883414,0.013805508,0,0.053243216,77.61918,37.710148,76.88139,0.0,0.0,54.436806,0,0.0,0,20.944538
80.04392,26.943941,82.163315,1,0.0130070485,0.013109584,0.012170882,0,0.04450241,76.28007,29.450771,76.88139,0.0,0.0,31.9576,1,0.0130070485,0,0.06845674
75.36944,20.918701,72.43486,0,0.0,0.0,0.0,8,0.046982322,78.253,28.268913,76.88139,9.610174,9.781625,35.619125,1,0.0130070485,0,1.5465924
86.5506,28.798483,82.163315,1,0.0130070485,0.013300267,0.012170882,7,0.07525249,75.18646,33.257267,76.88139,10.983056,10.740923,37.71605,1,0.0130070485,0,0.2983334
71.93815,24.48036,72.43486,0,0.0,0.0,0.0,7,0.06114189,78.61429,40.436676,76.88139,10.983056,11.230613,56.39299,1,0.0130070485,0,5.728591
87.137085,25.643103,82.163315,1,0.0130070485,0.0128413895,0.012170882,5,0.0686547,77.87319,38.74141,76.88139,15.376279,15.574638,51.839714,0,0.0,0,14.0173855
73.58696,24.21718,72.43486,1,0.0130070485,0.013091288,0.013805508,6,0.054882806,76.38668,38.877472,76.88139,12.813565,12.731113,53.53776,0,0.0,0,26.67669
90.7251,28.030657,82.163315,1,0.0130070485,0.01263434,0.012170882,2,0.06929435,79.14937,29.215595,76.88139,38.440697,39.574684,30.400534,1,0.0130070485,0,13.437348
72.996284,23.365633,72.43486,1,0.0130070485,0.013084531,0.013805508,5,0.045780484,76.426125,37.690723,76.88139,15.376279,15.285225,52.015816,1,0.0130070485,0,18.349741
85.680756,23.260414,72.43486,0,0.0,0.0,0.0,5,0.05461734,77.9865,37.10406,76.06431,15.212862,15.597301,50.94771,0,0.0,0,28.838757
69.30518,21.149412,72.43486,0,0.0,0.0,0.0,8,0.036584504,79.2671,36.218056,76.06431,9.5080385,9.908387,51.2867,1,0.01314677,0,16.444138
73.99984,28.177567,82.163315,1,0.01314677,0.013236982,0.012170882,0,0.058429588,75.54592,34.621548,76.06431,0.0,0.0,41.06553,0,0.0,0,6.408112
70.28576,21.004494,72.43486,1,0.01314677,0.013117281,0.013805508,4,0.060946114,76.23531,26.904106,76.06431,19.016077,19.058828,32.80372,0,0.0,0,0.34178105
75.17637,20.957066,72.43486,1,0.01314677,0.012967306,0.013805508,6,0.040211193,77.11702,37.70724,76.06431,12.677384,12.852837,54.457417,0,0.0,0,20.88179
86.7156,26.970116,82.163315,1,0.01314677,0.013098312,0.012170882,6,0.047214556,76.34572,36.757057,76.06431,12.677384,12.724286,46.544,1,0.01314677,0,2.1400573
90.452156,29.384853,82.163315,0,0.0,0.0,0.0,8,0.042134162,77.93568,39.58138,76.06431,9.5080385,9.74196,49.777905,0,0.0,0,24.15966
64.36966,20.986067,72.43486,1,0.01314677,0.013104677,0.013805508,2,0.041050803,76.30863,40.327858,76.06431,38.032154,38.154316,59.66965,0,0.0,0,8.495499
68.35679,22.93477,72.43486,0,0.0,0.0,0.0,7,0.05638717,77.38033,36.725674,76.06431,10.86633,11.054334,50.516575,0,0.0,0,24.080051
70.38083,21.301844,72.43486,1,0.01314677,0.013441144,0.013805508,2,0.06259277,74.39843,32.59813,76.06431,38.032154,37.199215,43.894413,0,0.0,0,21.226246
77.708046,23.976742,72.43486,0,0.0,0.0,0.0,4,0.056557767,78.22316,38.738785,76.06431,19.016077,19.55579,53.500828,1,0.01314677,0,7.3474936
68.52149,25.68059,82.163315,0,0.0,0.0,0.0,3,0.049345333,77.00639,39.1868,76.06431,25.354769,25.668798,52.69301,0,0.0,0,12.682597
77.87769,28.298294,82.163315,0,0.0,0.0,0.0,0,0.043044753,77.27699,36.821613,76.06431,0.0,0.0,45.344933,0,0.0,0,11.433881
77.73573,24.28434,72.43486,1,0.01314677,0.013100545,0.013805508,2,0.07125379,76.3327,37.35235,76.06431,38.032154,38.16635,50.420357,1,0.01314677,0,1.7439263
83.24548,27.766342,82.163315,0,0.0,0.0,0.0,1,0.061233122,76.2337,43.13595,76.06431,76.06431,76.2337,58.505558,1,0.01314677,0,21.061106
80.30182,23.973213,72.43486,1,0.01314677,0.012883414,0.013805508,8,0.042657893,77.61918,35.402664,76.06431,9.5080385,9.702397,46.832115,1,0.01314677,0,0.006642105
76.111916,24.69386,72.43486,0,0.0,0.0,0.0,3,0.038672876,76.28007,32.322372,76.06431,25.354769,25.42669,39.950882,0,0.0,0,10.976022
64.04576,24.524153,72.43486,0,0.0,0.0,0.0,2,0.04522107,78.253,41.999805,76.06431,38.032154,39.1265,59.47546,0,0.0,0,20.456238
77.0161,22.342728,72.43486,1,0.01314677,0.013300267,0.013805508,7,0.05497729,75.18646,29.09166,76.06431,10.86633,10.740923,35.84059,0,0.0,0,29.366125
78.7333,23.188507,72.43486,1,0.01314677,0.012720334,0.013805508,5,0.038528502,78.61429,41.02981,76.06431,15.212862,15.722857,58.871117,0,0.0,0,9.791575
87.44225,29.720491,82.163315,0,0.0,0.0,0.0,5,0.044740904,77.87319,31.072083,76.06431,15.212862,15.574638,32.423676,1,0.01314677,0,5.494192
72.43119,20.8651,72.43486,1,0.01314677,0.013091288,0.013805508,4,0.04101817,76.38668,36.552227,76.06431,19.016077,19.09667,52.239353,1,0.01314677,0,0.087502986
76.71625,26.320866,82.163315,0,0.0,0.0,0.0,5,0.063778564,79.14937,28.519205,76.06431,15.212862,15.829874,30.717545,0,0.0,0,7.871969
67.80697,21.425446,72.43486,1,0.01314677,0.013084531,0.013805508,3,0.042775948,76.426125,36.496284,76.06431,25.354769,25.475374,51.567123,0,0.0,0,14.943251
74.66521,25.100851,82.163315,1,0.012922432,0.012822731,0.012170882,3,0.04522019,77.9865,30.619251,77.38481,25.794937,25.9955,36.13765,0,0.0,0,15.272196
77.024124,21.926455,72.43486,1,0.012922432,0.0126155745,0.013805508,5,0.06381621,79.2671,33.266212,77.38481,15.476962,15.853419,44.605972,1,0.012922432,0,4.858261
57.900482,20.25157,72.43486,0,0.0,0.0,0.0,0,0.04910847,75.54592,37.296207,77.38481,0.0,0.0,54.340843,0,0.0,0,9.870605
73.95196,25.122614,82.163315,0,0.0,0.0,0.0,9,0.07456766,76.23531,28.222916,77.38481,8.598312,8.470591,31.323215,0,0.0,0,14.987521
77.15893,24.4441,72.43486,0,0.0,0.0,0.0,2,0.042436223,77.11702,34.368195,77.38481,38.692406,38.55851,44.29229,0,0.0,0,7.422181
93.009445,26.718122,82.163315,1,0.012922432,0.013098312,0.012170882,7,0.073627934,76.34572,37.40972,77.38481,11.054973,10.906531,48.10132,0,0.0,0,25.137302
80.362114,22.465363,72.43486,0,0.0,0.0,0.0,9,0.04783362,77.93568,32.749424,77.38481,8.598312,8.659519,43.033485,1,0.012922432,0,16.659416
92.52121,29.659883,82.163315,1,0.012922432,0.013104677,0.012170882,4,0.052393638,76.30863,31.851086,77.38481,19.346203,19.077158,34.042286,0,0.0,0,24.646246
72.66317,24.293022,72.43486,1,0.012922432,0.01292318,0.013805508,3,0.037070833,77.38033,28.176138,77.38481,25.794937,25.793444,32.059254,1,0.012922432,0,0.26887563
78.20231,26.527039,82.163315,0,0.0,0.0,0.0,8,0.06800034,74.39843,36.143154,77.38481,9.673101,9.299804,45.75927,1,0.012922432,0,12.062214
90.49171,26.904066,82.163315,1,0.012922432,0.012783938,0.012170882,4,0.077351116,78.22316,28.576633,77.38481,19.346203,19.55579,30.2492,0,0.0,0,9.694658
76.68184,29.49047,82.163315,0,0.0,0.0,0.0,5,0.06668617,77.00639,32.058838,77.38481,15.476962,15.4012785,34.6272,0,0.0,0,4.5438356
81.51852,26.703875,82.163315,1,0.012922432,0.012940462,0.012170882,2,0.057745997,77.27699,32.541576,77.38481,38.692406,38.638496,38.379276,1,0.012922432,0,27.415403
67.31543,21.829342,72.43486,0,0.0,0.0,0.0,1,0.03864403,76.3327,32.12234,77.38481,77.38481,76.3327,42.41534,1,0.012922432,0,20.158499
79.496605,26.502392,82.163315,0,0.0,0.0,0.0,8,0.07609041,76.2337,39.94226,77.38481,9.673101,9.529213,53.38213,1,0.012922432,0,1.6107981
86.44734,28.126974,82.163315,1,0.012922432,0.012883414,0.012170882,7,0.060775712,77.61918,37.190575,77.38481,11.054973,11.088454,46.254173,1,0.012922432,0,9.621473
93.69481,28.406254,82.163315,1,0.012922432,0.013109584,0.012170882,5,0.05706303,76.28007,39.565758,77.38481,15.476962,15.256014,50.72526,1,0.012922432,0,3.9557943
79.48953,24.646433,72.43486,1,0.012922432,0.012779063,0.013805508,3,0.048578124,78.253,38.1143,77.38481,25.794937,26.084333,51.58217,0,0.0,0,4.89175
71.90488,26.693645,82.163315,1,0.012922432,0.013300267,0.012170882,8,0.046540108,75.18646,41.59237,77.38481,9.673101,9.398308,56.491096,0,0.0,0,9.455557
77.41386,29.211096,82.163315,0,0.0,0.0,0.0,0,0.041555,78.61429,32.803024,77.38481,0.0,0.0,36.394955,0,0.0,0,15.397317
68.46854,24.950247,72.43486,0,0.0,0.0,0.0,0,0.047872707,77.87319,36.52733,77.38481,0.0,0.0,48.10441,1,0.012922432,0,23.679665
72.99317,24.603617,72.43486,0,0.0,0.0,0.0,6,0.056579165,76.38668,35.88942,77.38481,12.897469,12.731113,47.175224,0,0.0,0,15.122463
83.226006,29.59193,82.163315,0,0.0,0.0,0.0,0,0.0788461,79.14937,43.424133,77.38481,0.0,0.0,57.25634,0,0.0,0,14.32804
80.43141,29.876549,82.163315,1,0.012922432,0.013084531,0.012170882,1,0.06952702,76.426125,34.787895,77.38481,77.38481,76.426125,39.69924,0,0.0,0,13.211651
81.66466,29.446484,82.163315,0,0.0,0.0,0.0,9,0.04827012,77.9865,37.720287,76.30124,8.477916,8.665167,45.99409,0,0.0,0,6.392153
91.90838,29.599438,82.163315,1,0.0131059475,0.0126155745,0.012170882,5,0.08165499,79.2671,40.109093,76.30124,15.260248,15.853419,50.618748,1,0.0131059475,0,0.8899839
65.67603,22.554829,72.43486,1,0.0131059475,0.013236982,0.013805508,2,0.06410151,75.54592,35.17324,76.30124,38.15062,37.77296,47.79165,0,0.0,0,2.1819077
76.23585,26.148008,82.163315,1,0.0131059475,0.013117281,0.012170882,5,0.055953648,76.23531,28.443207,76.30124,15.260248,15.247063,30.738403,0,0.0,0,23.691307
81.5468,24.929424,72.43486,1,0.0131059475,0.012967306,0.013805508,8,0.053979024,77.11702,30.677832,76.30124,9.537655,9.639627,36.42624,1,0.0131059475,0,11.487227
83.75996,24.797543,72.43486,0,0.0,0.0,0.0,8,0.03838433,76.34572,34.552498,76.30124,9.537655,9.543215,44.307457,1,0.0131059475,0,6.746035
76.63973,23.349865,72.43486,1,0.0131059475,0.012831094,0.013805508,3,0.042076077,77.93568,28.224165,76.30124,25.433746,25.97856,33.098465,1,0.0131059475,0,5.5245442
73.629974,24.600721,72.43486,0,0.0,0.0,0.0,7,0.03905102,76.30863,34.123474,76.30124,10.900177,10.901233,43.64623,1,0.0131059475,0,16.995707
86.84929,25.006287,82.163315,1,0.0131059475,0.01292318,0.012170882,3,0.04650858,77.38033,31.543394,76.30124,25.433746,25.793444,38.0805,0,0.0,0,17.590872
66.84868,20.703182,72.43486,1,0.0131059475,0.013441144,0.013805508,4,0.04847727,74.39843,31.304274,76.30124,19.07531,18.599607,41.905365,1,0.0131059475,0,27.689632
73.05781,23.474394,72.43486,0,0.0,0.0,0.0,8,0.04519712,78.22316,31.618317,76.30124,9.537655,9.777895,39.76224,1,0.0131059475,0,13.960286
74.12653,22.859777,72.43486,0,0.0,0.0,0.0,1,0.048033208,77.00639,30.130451,76.30124,76.30124,77.00639,37.401127,0,0.0,0,7.0002856
79.9385,23.679049,72.43486,1,0.0131059475,0.012940462,0.013805508,2,0.06306599,77.27699,29.289871,76.30124,38.15062,38.638496,34.900696,1,0.0131059475,0,20.450405
78.63689,28.318388,82.163315,0,0.0,0.0,0.0,1,0.07012124,76.3327,34.378765,76.30124,76.30124,76.3327,40.43914,0,0.0,0,25.90073
65.44543,25.304464,82.163315,1,0.0131059475,0.013117557,0.012170882,1,0.043559812,76.2337,36.871986,76.30124,76.30124,76.2337,48.43951,0,0.0,0,5.6894155
74.71188,22.09209,72.43486,0,0.0,0.0,0.0,7,0.03721323,77.61918,36.328575,76.30124,10.900177,11.088454,50.565063,1,0.0131059475,0,20.756315
71.56881,22.740145,72.43486,1,0.0131059475,0.013109584,0.013805508,7,0.056638137,76.28007,34.015858,76.30124,10.900177,10.897153,45.29157,1,0.0131059475,0,28.701183
91.49098,29.248672,82.163315,1,0.0131059475,0.012779063,0.012170882,4,0.08015621,78.253,38.668175,76.30124,19.07531,19.56325,48.087677,0,0.0,0,25.683313
66.97225,21.430706,72.43486,1,0.0131059475,0.013300267,0.013805508,3,0.048904527,75.18646,34.458794,76.30124,25.433746,25.062155,47.48688,0,0.0,0,19.35166
75.67917,23.778692,72.43486,0,0.0,0.0,0.0,1,0.038793977,78.61429,38.27798,76.30124,76.30124,78.61429,52.777267,0,0.0,0,6.550839
66.82946,24.731983,72.43486,0,0.0,0.0,0.0,3,0.043398406,77.87319,30.536692,76.30124,25.433746,25.957731,36.3414,1,0.0131059475,0,2.7416093
86.77962,25.59779,82.163315,1,0.0131059475,0.013091288,0.012170882,2,0.05577584,76.38668,31.07956,76.30124,38.15062,38.19334,36.56133,1,0.0131059475,0,7.2053385
83.34114,29.74373,82.163315,0,0.0,0.0,0.0,7,0.06574149,79.14937,31.955322,76.30124,10.900177,11.307053,34.166916,1,0.0131059475,0,7.74527
66.15,24.223267,72.43486,0,0.0,0.0,0.0,2,0.058971785,76.426125,36.715714,76.30124,38.15062,38.213062,49.20816,1,0.0131059475,0,0.25147521
66.17762,23.324625,72.43486,0,0.0,0.0,0.0,0,0.058350116,77.9865,29.839699,76.12729,0.0,0.0,36.354774,0,0.0,0,17.027744
94.17852,28.303892,82.163315,1,0.013135894,0.0126155745,0.012170882,3,0.075716086,79.2671,37.168034,76.12729,25.375763,26.422365,46.032173,1,0.013135894,0,15.784205
89.632515,29.625555,82.163315,1,0.013135894,0.013236982,0.012170882,7,0.054836918,75.54592,34.789845,76.12729,10.875327,10.792274,39.954136,0,0.0,0,9.111346
71.85137,20.612572,72.43486,1,0.013135894,0.013117281,0.013805508,7,0.03637095,76.23531,35.153053,76.12729,10.875327,10.890759,49.693535,1,0.013135894,0,22.236551
85.92555,29.927677,82.163315,1,0.013135894,0.012967306,0.012170882,1,0.06947041,77.11702,42.05341,76.12729,76.12729,77.11702,54.179142,0,0.0,0,13.395788
72.64321,27.326782,82.163315,0,0.0,0.0,0.0,0,0.04278357,76.34572,39.200798,76.12729,0.0,0.0,51.07481,1,0.013135894,0,0.70258886
71.369354,21.841436,72.43486,0,0.0,0.0,0.0,1,0.059638,77.93568,39.68496,76.12729,76.12729,77.93568,57.52848,0,0.0,0,2.915925
56.158207,21.118692,72.43486,0,0.0,0.0,0.0,0,0.03845932,76.30863,34.462322,76.12729,0.0,0.0,47.80595,0,0.0,0,0.05576311
64.15908,20.751797,72.43486,0,0.0,0.0,0.0,5,0.036943328,77.38033,32.4273,76.12729,15.225458,15.476067,44.1028,1,0.013135894,0,22.336042
78.553,26.169949,82.163315,0,0.0,0.0,0.0,6,0.0712191,74.39843,36.93138,76.12729,12.687881,12.399738,47.692814,1,0.013135894,0,2.911491
83.95705,23.17226,72.43486,1,0.013135894,0.012783938,0.013805508,8,0.042026184,78.22316,36.374985,76.12729,9.515911,9.777895,49.57771,0,0.0,0,26.687586
71.79237,25.272816,82.163315,0,0.0,0.0,0.0,1,0.078472465,77.00639,32.733227,76.12729,76.12729,77.00639,40.193638,1,0.013135894,0,6.1398478
75.05653,21.800785,72.43486,1,0.013135894,0.012940462,0.013805508,9,0.042591937,77.27699,35.875515,76.12729,8.458588,8.586332,49.950245,1,0.013135894,0,6.8128257
80.48704,29.672113,82.163315,0,0.0,0.0,0.0,8,0.06868458,76.3327,43.10801,76.12729,9.515911,9.541588,56.543907,1,0.013135894,0,2.5054405
85.70653,25.744888,82.163315,0,0.0,0.0,0.0,5,0.072987,76.2337,42.174774,76.12729,15.225458,15.24674,58.604664,0,0.0,0,18.971907
84.5861,28.371521,82.163315,0,0.0,0.0,0.0,3,0.05090072,77.61918,43.416588,76.12729,25.375763,25.87306,58.461655,1,0.013135894,0,19.908451
71.58908,23.336912,72.43486,0,0.0,0.0,0.0,4,0.050158154,76.28007,34.704357,76.12729,19.031822,19.070017,46.0718,1,0.013135894,0,8.829937
79.76637,29.073275,82.163315,1,0.013135894,0.012779063,0.012170882,0,0.042917404,78.253,42.28008,76.12729,0.0,0.0,55.486885,0,0.0,0,6.271507
68.195595,24.496063,72.43486,1,0.013135894,0.013300267,0.013805508,5,0.04062407,75.18646,42.025955,76.12729,15.225458,15.0372925,59.555843,0,0.0,0,22.666245
66.00178,24.005802,72.43486,1,0.013135894,0.012720334,0.013805508,3,0.0423137,78.61429,36.713345,76.12729,25.375763,26.204763,49.420887,0,0.0,0,24.386164
80.5144,27.922213,82.163315,0,0.0,0.0,0.0,2,0.044205554,77.87319,35.97058,76.12729,38.063644,38.936596,44.018948,1,0.013135894,0,11.724684
83.2194,24.047823,72.43486,1,0.013135894,0.013091288,0.013805508,8,0.04119319,76.38668,39.317528,76.12729,9.515911,9.548335,54.587234,0,0.0,0,14.162247
96.2448,28.837301,82.163315,1,0.013135894,0.01263434,0.012170882,5,0.04750832,79.14937,33.717407,76.12729,15.225458,15.829874,38.597515,1,0.013135894,0,6.6589108
73.10864,24.100296,72.43486,0,0.0,0.0,0.0,9,0.038276237,76.426125,32.065933,76.12729,8.458588,8.491792,40.031574,1,0.013135894,0,21.794893
69.615974,20.960629,72.43486,0,0.0,0.0,0.0,5,0.052487344,77.9865,35.918045,77.80417,15.560834,15.597301,50.875465,1,0.012852781,0,26.668406
85.17992,24.828756,72.43486,1,0.012852781,0.0126155745,0.013805508,3,0.06846442,79.2671,40.213036,77.80417,25.934723,26.422365,55.597313,1,0.012852781,0,26.099707
84.492195,27.707012,82.163315,1,0.012852781,0.013236982,0.012170882,2,0.044248145,75.54592,28.952137,77.80417,38.902084,37.77296,30.19726,0,0.0,0,25.990387
70.536,21.436573,72.43486,1,0.012852781,0.013117281,0.013805508,4,0.046859566,76.23531,28.298462,77.80417,19.451042,19.058828,35.16035,0,0.0,0,3.3453124
60.4918,21.869408,72.43486,0,0.0,0.0,0.0,5,0.060877375,77.11702,28.133375,77.80417,15.560834,15.423404,34.397343,0,0.0,0,21.284298
82.167725,26.895422,82.163315,1,0.012852781,0.013098312,0.012170882,6,0.04676118,76.34572,29.965603,77.80417,12.967361,12.724286,33.03578,0,0.0,0,22.399406
81.91204,29.841404,82.163315,0,0.0,0.0,0.0,3,0.05303758,77.93568,30.677914,77.80417,25.934723,25.97856,31.514423,0,0.0,0,3.0583436
70.01667,21.623251,72.43486,0,0.0,0.0,0.0,2,0.06641552,76.30863,39.516254,77.80417,38.902084,38.154316,57.409256,1,0.012852781,0,10.885012
94.076256,29.971165,82.163315,1,0.012852781,0.01292318,0.012170882,5,0.04396376,77.38033,30.246426,77.80417,15.560834,15.476067,30.521685,1,0.012852781,0,24.148119
74.400795,24.475683,72.43486,1,0.012852781,0.013441144,0.013805508,3,0.06459932,74.39843,39.788544,77.80417,25.934723,24.799477,55.101406,1,0.012852781,0,26.923872
89.50707,27.7467,82.163315,1,0.012852781,0.012783938,0.012170882,5,0.0591089,78.22316,33.712456,77.80417,15.560834,15.644632,39.67821,1,0.012852781,0,9.2393
