temperatura,umidade,area,ocupacao,hvac,iluminacao,energia_renovavel,feriado,consumo_energia,mes,dia,hora,fim_de_semana,semana_do_ano,dia_semana_sexta,dia_semana_segunda,dia_semana_sabado,dia_semana_domingo,dia_semana_quinta,dia_semana_terca,dia_semana_quarta,periodo_madrugada,periodo_manha,periodo_noite,periodo_tarde,eficiencia_por_metro_quadrado,kwh_por_pessoa,hvac_eficiencia,iluminacao_eficiencia,percentual_renovavel,conforto_termico
28.490267,44.50404,1844.7772,0,0,1,29.350105,1,80.003845,1,6,19,0,1,0,0,0,0,1,0,0,0,0,1,0,0.043367755,0.0,0.0,0.0124993995,36.685867,36.497154
24.285688,39.688557,1194.878,3,0,0,23.389267,1,72.10407,1,6,20,0,1,0,0,0,0,1,0,0,0,0,1,0,0.060344294,24.03469,0.0,0.0,32.4382,31.987122
29.58087,45.41719,1400.0585,6,1,0,28.049398,1,93.78947,1,6,21,0,1,0,0,0,0,1,0,0,0,0,1,0,0.066989675,15.6315775,0.0106621785,0.0,29.906767,37.49903
21.956903,45.783123,1520.1425,7,1,1,28.46248,0,78.13896,1,6,22,0,1,0,0,0,0,1,0,0,0,0,1,0,0.051402394,11.162709,0.012797713,0.012797713,36.425465,33.870014
25.165894,39.604126,1520.1361,3,1,1,2.933334,0,87.324486,1,6,23,0,1,0,0,0,0,1,0,0,1,0,0,0,0.057445176,29.108162,0.011451541,0.011451541,3.35912,32.38501
24.015942,47.940536,1568.2833,3,0,0,14.993836,1,74.17905,1,7,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0.04729952,24.726349,0.0,0.0,20.213036,35.97824
22.788164,34.078075,1710.9492,0,0,1,17.94625,0,69.91514,1,7,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0.04086336,0.0,0.0,0.014303054,25.668621,28.43312
26.040895,47.53823,1494.2672,8,1,1,11.359953,1,91.59435,1,7,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0.06129717,11.449294,0.010917704,0.010917704,12.40246,36.789562
20.796724,34.411358,1294.4597,5,0,0,26.349524,1,76.138954,1,7,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0.0588191,15.227791,0.0,0.0,34.60715,27.604042
24.951479,35.683033,1607.7489,9,1,1,19.996572,0,70.97691,1,7,4,0,2,1,0,0,0,0,0,0,1,0,0,0,0.044146765,7.886324,0.014089088,0.014089088,28.173347,30.317257
24.74072,46.1339,1528.4817,4,1,1,26.284412,0,79.43394,1,7,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0.051969178,19.858484,0.012589077,0.012589077,33.08965,35.43731
27.358055,36.162907,1054.1714,3,0,1,27.755802,0,77.65217,1,7,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0.073661804,25.884056,0.0,0.01287794,35.74376,31.76048
22.934563,34.016834,1081.9823,3,1,1,9.559638,1,74.1161,1,7,7,0,2,1,0,0,0,0,0,0,0,1,0,0,0.06850029,24.705366,0.013492346,0.013492346,12.898195,28.475698
22.170889,41.100628,1336.8492,4,0,1,18.726305,0,67.63764,1,7,8,0,2,1,0,0,0,0,0,0,0,1,0,0,0.050594818,16.90941,0.0,0.014784667,27.686218,31.635757
22.055805,47.310272,1314.0077,6,1,1,29.559721,1,72.590225,1,7,9,0,2,1,0,0,0,0,0,0,0,1,0,0,0.05524338,12.098371,0.01377596,0.01377596,40.72135,34.683037
29.820503,37.032448,1657.7646,6,0,1,28.83562,0,85.12073,1,7,10,0,2,1,0,0,0,0,0,0,0,1,0,0,0.05134669,14.186788,0.0,0.01174802,33.876144,33.426476
24.529238,39.48945,1587.9298,0,1,0,15.923691,0,76.92758,1,7,11,0,2,1,0,0,0,0,0,0,0,1,0,0,0.048445202,0.0,0.012999238,0.0,20.699587,32.009342
29.58685,53.875317,1604.5142,1,1,0,25.676819,1,82.96294,1,7,12,0,2,1,0,0,0,0,0,0,0,0,0,1,0.051705956,82.96294,0.012053575,0.0,30.949747,41.731083
28.961065,43.883545,1686.8397,0,1,1,6.3224726,1,77.220085,1,7,13,0,2,1,0,0,0,0,0,0,0,0,0,1,0.04577796,0.0,0.0129499985,0.0129499985,8.187601,36.422306
24.409071,43.31585,1311.4165,3,0,0,20.391466,0,71.131065,1,7,14,0,2,1,0,0,0,0,0,0,0,0,0,1,0.054239873,23.710356,0.0,0.0,28.667456,33.86246
24.09962,45.08272,1748.2362,2,0,1,27.237457,0,69.272224,1,7,15,0,2,1,0,0,0,0,0,0,0,0,0,1,0.039624065,34.636112,0.0,0.014435801,39.31945,34.59117
26.609642,59.727566,1796.4193,7,0,1,13.965053,0,82.23685,1,7,16,0,2,1,0,0,0,0,0,0,0,0,0,1,0.045778204,11.748121,0.0,0.012159999,16.981503,43.168602
29.339813,46.061504,1774.8944,5,1,0,15.410563,1,83.33162,1,7,17,0,2,1,0,0,0,0,0,0,0,0,0,1,0.046950184,16.666325,0.012000247,0.0,18.493057,37.70066
28.04537,39.32441,1120.3265,3,1,0,21.236338,1,95.07096,1,7,18,0,2,1,0,0,0,0,0,0,0,0,1,0,0.08486005,31.690321,0.010518459,0.0,22.337355,33.68489
24.744753,30.167452,1866.089,0,1,1,8.620038,0,79.80025,1,7,19,0,2,1,0,0,0,0,0,0,0,0,1,0,0.042763367,0.0,0.01253129,0.01253129,10.802019,27.456102
24.939436,40.489574,1536.6268,4,1,0,11.486176,0,78.7305,1,7,20,0,2,1,0,0,0,0,0,0,0,0,1,0,0.051235925,19.682625,0.012701558,0.0,14.589232,32.714504
22.55395,41.048183,1317.1614,1,1,1,15.189541,1,85.42768,1,7,21,0,2,1,0,0,0,0,0,0,0,0,1,0,0.064857416,85.42768,0.011705807,0.011705807,17.780584,31.801067
26.074942,35.517323,1531.8854,6,0,1,6.3192005,0,84.03169,1,7,22,0,2,1,0,0,0,0,0,0,0,0,1,0,0.05485508,14.005282,0.0,0.011900272,7.520021,30.796131
20.63269,50.952435,1004.40656,5,1,1,26.359009,0,72.89059,1,7,23,0,2,1,0,0,0,0,0,0,1,0,0,0,0.0725708,14.578117,0.013719193,0.013719193,36.162434,35.792564
25.714735,42.298664,1999.2042,1,1,1,29.565863,0,75.61498,1,8,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0.03782254,75.61498,0.013224892,0.013224892,39.100533,34.0067
20.914793,31.710094,1486.7809,5,0,1,4.3068604,0,71.78965,1,8,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0.048285294,14.35793,0.0,0.013929585,5.9992776,26.312443
25.205341,48.649902,1533.2081,3,0,0,4.054743,0,63.008156,1,8,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0.04109563,21.002718,0.0,0.0,6.435267,36.92762
25.976524,38.484154,1595.4277,4,1,1,16.205204,0,94.55062,1,8,3,1,2,0,0,1,0,0,0,0,1,0,0,0,0.059263494,23.637655,0.010576345,0.010576345,17.139183,32.23034
27.726414,53.33918,1751.7227,2,1,0,21.647358,1,83.57683,1,8,4,1,2,0,0,1,0,0,0,0,1,0,0,0,0.047711223,41.788414,0.011965039,0.0,25.901148,40.5328
25.25112,33.634975,1822.8779,4,1,1,4.46268,1,84.69318,1,8,5,1,2,0,0,1,0,0,0,0,0,1,0,0,0.046461243,21.173294,0.011807326,0.011807326,5.269232,29.443047
26.392752,52.946526,1387.1176,2,0,0,4.6703687,0,78.586136,1,8,6,1,2,0,0,1,0,0,0,0,0,1,0,0,0.05665427,39.293068,0.0,0.0,5.942993,39.66964
25.40367,38.216106,1739.9319,2,1,0,29.11892,0,75.64668,1,8,7,1,2,0,0,1,0,0,0,0,0,1,0,0,0.04347681,37.82334,0.01321935,0.0,38.49332,31.809887
22.655825,54.16382,1086.476,7,0,1,8.779763,1,73.20687,1,8,8,1,2,0,0,1,0,0,0,0,0,1,0,0,0.067380115,10.458124,0.0,0.01365992,11.993086,38.40982
23.109785,53.8319,1483.8715,1,1,0,28.16249,0,74.33394,1,8,9,1,2,0,0,1,0,0,0,0,0,1,0,0,0.050094593,74.33394,0.013452806,0.0,37.886448,38.470844
24.430712,37.29842,1423.2986,9,1,1,19.145163,1,81.30054,1,8,10,1,2,0,0,1,0,0,0,0,0,1,0,0,0.05712121,9.033393,0.0123000415,0.0123000415,23.54863,30.864567
23.768469,49.085682,1312.4464,7,1,0,16.75337,0,78.22921,1,8,11,1,2,0,0,1,0,0,0,0,0,1,0,0,0.05960564,11.175601,0.012782949,0.0,21.415749,36.427074
25.673183,55.4373,1353.5197,0,0,0,14.255247,0,75.41032,1,8,12,1,2,0,0,1,0,0,0,0,0,0,0,1,0.05571424,0.0,0.0,0.0,18.903578,40.555244
24.128752,56.931778,1666.7137,3,1,1,24.83747,0,71.18623,1,8,13,1,2,0,0,1,0,0,0,0,0,0,0,1,0.042710535,23.728745,0.01404766,0.01404766,34.89083,40.530266
29.53402,35.297947,1949.3385,2,0,1,9.666941,1,92.86092,1,8,14,1,2,0,0,1,0,0,0,0,0,0,0,1,0.047637146,46.43046,0.0,0.010768793,10.410128,32.415985
25.96679,38.73382,1616.5585,7,1,1,27.388245,0,82.10277,1,8,15,1,2,0,0,1,0,0,0,0,0,0,0,1,0.050788615,11.728967,0.012179857,0.012179857,33.35849,32.350304
24.74086,45.39176,1685.6747,4,1,1,16.57386,1,78.28653,1,8,16,1,2,0,0,1,0,0,0,0,0,0,0,1,0.04644225,19.571632,0.012773589,0.012773589,21.170769,35.06631
29.954996,55.09654,1107.203,5,0,0,26.99404,0,86.08747,1,8,17,1,2,0,0,1,0,0,0,0,0,0,0,1,0.0777522,17.217495,0.0,0.0,31.356525,42.52577
22.253939,39.754795,1899.0875,7,1,0,26.926931,1,74.576805,1,8,18,1,2,0,0,1,0,0,0,0,0,0,1,0,0.03926981,10.65383,0.013408995,0.0,36.106308,31.004368
24.543219,31.329138,1556.6592,9,1,1,9.653999,1,90.53847,1,8,19,1,2,0,0,1,0,0,0,0,0,0,1,0,0.058162037,10.05983,0.011045029,0.011045029,10.66287,27.936178
24.341976,43.538467,1332.2875,3,1,0,24.952276,1,76.76832,1,8,20,1,2,0,0,1,0,0,0,0,0,0,1,0,0.057621438,25.58944,0.013026207,0.0,32.503353,33.940224
27.605576,58.52258,1573.324,8,0,1,10.052394,0,86.41515,1,8,21,1,2,0,0,1,0,0,0,0,0,0,1,0,0.05492521,10.801894,0.0,0.011572044,11.632675,43.06408
25.715363,57.64434,1623.7827,5,1,1,26.939577,0,76.19438,1,8,22,1,2,0,0,1,0,0,0,0,0,0,1,0,0.046924002,15.238876,0.013124327,0.013124327,35.35638,41.67985
26.880562,51.623486,1118.1675,4,0,1,16.401205,0,76.93392,1,8,23,1,2,0,0,1,0,0,0,0,1,0,0,0,0.06880358,19.23348,0.0,0.012998167,21.318562,39.25202
24.119764,41.225613,1291.1084,0,0,1,1.8877738,1,71.055046,1,9,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0.055034146,0.0,0.0,0.014073595,2.6567764,32.672688
22.17423,37.66493,1566.1812,9,0,1,15.488634,1,77.39615,1,9,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0.049417112,8.599572,0.0,0.01292054,20.01215,29.919579
21.468668,34.52321,1666.9391,8,0,1,28.990595,0,70.65427,1,9,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0.04238563,8.831783,0.0,0.014153427,41.031628,27.995937
22.547049,46.11825,1722.1556,3,1,0,17.526642,0,67.80755,1,9,3,1,2,0,0,0,1,0,0,0,1,0,0,0,0.039373647,22.602516,0.014747621,0.0,25.847626,34.33265
23.95916,31.208977,1730.5311,2,1,1,2.142626,1,72.07175,1,9,4,1,2,0,0,0,1,0,0,0,1,0,0,0,0.041647185,36.035873,0.013875063,0.013875063,2.972907,27.584068
20.68444,38.488,1284.5311,0,1,0,13.510405,1,59.608902,1,9,5,1,2,0,0,0,1,0,0,0,0,1,0,0,0.04640518,0.0,0.016776018,0.0,22.66508,29.58622
28.000336,57.80399,1291.776,7,1,1,5.304089,1,90.01159,1,9,6,1,2,0,0,0,1,0,0,0,0,1,0,0,0.0696805,12.858798,0.011109681,0.011109681,5.8926735,42.90216
20.687283,34.002304,1801.9602,6,1,0,2.4631038,0,73.377045,1,9,7,1,2,0,0,0,1,0,0,0,0,1,0,0,0.04072068,12.229507,0.013628241,0.0,3.3567772,27.344793
20.372955,49.625423,1426.7291,4,0,0,6.6778007,1,70.978745,1,9,8,1,2,0,0,0,1,0,0,0,0,1,0,0,0.049749278,17.744686,0.0,0.0,9.408169,34.99919
21.992943,46.863194,1559.1885,3,1,1,14.646473,0,74.37958,1,9,9,1,2,0,0,0,1,0,0,0,0,1,0,0,0.047704034,24.793192,0.01344455,0.01344455,19.691525,34.42807
22.222803,50.010136,1314.5128,7,0,1,0.657587,0,67.64237,1,9,10,1,2,0,0,0,1,0,0,0,0,1,0,0,0.05145813,9.663196,0.0,0.014783633,0.9721525,36.11647
22.646559,31.241663,1365.622,0,0,1,22.636324,1,71.53539,1,9,11,1,2,0,0,0,1,0,0,0,0,1,0,0,0.052383013,0.0,0.0,0.013979094,31.64353,26.94411
20.145096,54.146698,1021.60425,6,0,0,20.020544,1,65.28899,1,9,12,1,2,0,0,0,1,0,0,0,0,0,0,1,0.063908294,10.881497,0.0,0.0,30.664503,37.145897
23.852436,34.388527,1829.1571,1,0,1,1.0668899,0,72.43113,1,9,13,1,2,0,0,0,1,0,0,0,0,0,0,1,0.039598092,72.43113,0.0,0.013806218,1.4729714,29.120481
26.827152,52.877422,1262.6299,3,0,0,24.092049,0,75.68903,1,9,14,1,2,0,0,0,1,0,0,0,0,0,0,1,0.059945542,25.229677,0.0,0.0,31.830301,39.852287
20.983492,54.436806,1360.4524,0,1,0,20.944538,0,71.77872,1,9,15,1,2,0,0,0,1,0,0,0,0,0,0,1,0.052760918,0.0,0.013931707,0.0,29.179314,37.710148
26.943941,31.9576,1846.2666,0,1,1,0.06845674,0,80.04392,1,9,16,1,2,0,0,0,1,0,0,0,0,0,0,1,0.043354478,0.0,0.012493141,0.012493141,0.08552397,29.450771
20.918701,35.619125,1541.7472,8,0,1,1.5465924,1,75.36944,1,9,17,1,2,0,0,0,1,0,0,0,0,0,0,1,0.04888573,9.42118,0.0,0.013267977,2.0520153,28.268913
28.798483,37.71605,1091.8352,7,1,1,0.2983334,1,86.5506,1,9,18,1,2,0,0,0,1,0,0,0,0,0,1,0,0.07927075,12.364371,0.011553935,0.011553935,0.34469247,33.257267
24.48036,56.39299,1184.701,7,0,1,5.728591,0,71.93815,1,9,19,1,2,0,0,0,1,0,0,0,0,0,1,0,0.060722616,10.276878,0.0,0.01390083,7.9632173,40.436676
25.643103,51.839714,1196.7617,5,1,0,14.0173855,1,87.137085,1,9,20,1,2,0,0,0,1,0,0,0,0,0,1,0,0.072810724,17.427418,0.01147617,0.0,16.08659,38.74141
24.21718,53.53776,1319.8097,6,1,0,26.67669,1,73.58696,1,9,21,1,2,0,0,0,1,0,0,0,0,0,1,0,0.055755734,12.264493,0.0135893645,0.0,36.251923,38.877472
28.030657,30.400534,1185.7145,2,1,1,13.437348,0,90.7251,1,9,22,1,2,0,0,0,1,0,0,0,0,0,1,0,0.07651513,45.36255,0.011022308,0.011022308,14.81106,29.215595
23.365633,52.015816,1582.2214,5,1,1,18.349741,0,72.996284,1,9,23,1,2,0,0,0,1,0,0,0,1,0,0,0,0.046135314,14.5992565,0.013699328,0.013699328,25.13791,37.690723
23.260414,50.94771,1326.2246,5,0,0,28.838757,0,85.680756,1,10,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.06460501,17.13615,0.0,0.0,33.658382,37.10406
21.149412,51.2867,1979.9327,8,0,1,16.444138,0,69.30518,1,10,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0.035003807,8.663148,0.0,0.014428935,23.72714,36.218056
28.177567,41.06553,1406.1936,0,1,0,6.408112,1,73.99984,1,10,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0.05262422,0.0,0.013513543,0.0,8.65963,34.621548
21.004494,32.80372,1188.5066,4,1,0,0.34178105,0,70.28576,1,10,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0.05913788,17.57144,0.014227633,0.0,0.48627356,26.904106
20.957066,54.457417,1801.3606,6,1,0,20.88179,0,75.17637,1,10,4,0,2,0,1,0,0,0,0,0,1,0,0,0,0.041733105,12.529395,0.013302052,0.0,27.777067,37.70724
26.970116,46.544,1740.2115,6,1,1,2.1400573,1,86.7156,1,10,5,0,2,0,1,0,0,0,0,0,0,1,0,0,0.049830493,14.4526,0.011531951,0.011531951,2.4679036,36.757057
29.384853,49.777905,1950.0404,8,0,0,24.15966,1,90.452156,1,10,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0.04638476,11.3065195,0.0,0.0,26.709879,39.58138
20.986067,59.66965,1764.5175,2,1,0,8.495499,0,64.36966,1,10,7,0,2,0,1,0,0,0,0,0,0,1,0,0,0.036480036,32.18483,0.015535269,0.0,13.197986,40.327858
22.93477,50.516575,1284.5983,7,0,0,24.080051,1,68.35679,1,10,8,0,2,0,1,0,0,0,0,0,0,1,0,0,0.05321258,9.765256,0.0,0.0,35.227005,36.725674
21.301844,43.894413,1157.2401,2,1,0,21.226246,1,70.38083,1,10,9,0,2,0,1,0,0,0,0,0,0,1,0,0,0.060817827,35.190414,0.014208415,0.0,30.15913,32.59813
23.976742,53.500828,1280.7235,4,0,1,7.3474936,1,77.708046,1,10,10,0,2,0,1,0,0,0,0,0,0,1,0,0,0.060675114,19.427011,0.0,0.01286868,9.455255,38.738785
25.68059,52.69301,1665.0676,3,0,0,12.682597,0,68.52149,1,10,11,0,2,0,1,0,0,0,0,0,0,1,0,0,0.041152377,22.840498,0.0,0.0,18.508934,39.1868
28.298294,45.344933,1908.7882,0,0,0,11.433881,0,77.87769,1,10,12,0,2,0,1,0,0,0,0,0,0,0,0,1,0.040799547,0.0,0.0,0.0,14.681843,36.821613
24.28434,50.420357,1016.5755,2,1,1,1.7439263,1,77.73573,1,10,13,0,2,0,1,0,0,0,0,0,0,0,0,1,0.07646824,38.867867,0.012864097,0.012864097,2.2434037,37.35235
27.766342,58.505558,1341.8116,1,0,1,21.061106,1,83.24548,1,10,14,0,2,0,1,0,0,0,0,0,0,0,0,1,0.062039617,83.24548,0.0,0.012012663,25.3,43.13595
23.973213,46.832115,1698.0413,8,1,1,0.006642105,1,80.30182,1,10,15,0,2,0,1,0,0,0,0,0,0,0,0,1,0.047290854,10.037727,0.012453018,0.012453018,0.008271426,35.402664
24.69386,39.950882,1873.0146,3,0,0,10.976022,1,76.111916,1,10,16,0,2,0,1,0,0,0,0,0,0,0,0,1,0.040636048,25.370638,0.0,0.0,14.420898,32.322372
24.524153,59.47546,1601.7944,2,0,0,20.456238,0,64.04576,1,10,17,0,2,0,1,0,0,0,0,0,0,0,0,1,0.039983757,32.02288,0.0,0.0,31.940035,41.999805
22.342728,35.84059,1317.5415,7,1,0,29.366125,1,77.0161,1,10,18,0,2,0,1,0,0,0,0,0,0,0,1,0,0.0584544,11.002299,0.012984298,0.0,38.129852,29.09166
23.188507,58.871117,1880.0331,5,1,0,9.791575,0,78.7333,1,10,19,0,2,0,1,0,0,0,0,0,0,0,1,0,0.041878678,15.74666,0.012701106,0.0,12.436384,41.02981
29.720491,32.423676,1836.425,5,0,1,5.494192,1,87.44225,1,10,20,0,2,0,1,0,0,0,0,0,0,0,1,0,0.047615476,17.488451,0.0,0.011436119,6.2832236,31.072083
20.8651,52.239353,1765.9213,4,1,1,0.087502986,0,72.43119,1,10,21,0,2,0,1,0,0,0,0,0,0,0,1,0,0.041016094,18.107798,0.013806207,0.013806207,0.12080843,36.552227
26.320866,30.717545,1288.2592,5,0,0,7.871969,0,76.71625,1,10,22,0,2,0,1,0,0,0,0,0,0,0,1,0,0.059550323,15.343249,0.0,0.0,10.261149,28.519205
21.425446,51.567123,1693.3549,3,1,0,14.943251,0,67.80697,1,10,23,0,2,0,1,0,0,0,0,0,1,0,0,0,0.040042978,22.602324,0.014747746,0.0,22.037928,36.496284
25.100851,36.13765,1816.9609,3,1,0,15.272196,0,74.66521,1,11,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0.041093457,24.888403,0.013393119,0.0,20.454233,30.619251
21.926455,44.605972,1135.0542,5,1,1,4.858261,0,77.024124,1,11,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0.067859426,15.404825,0.012982945,0.012982945,6.3074536,33.266212
20.25157,54.340843,1474.9972,0,0,0,9.870605,0,57.900482,1,11,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0.03925464,0.0,0.0,0.0,17.047537,37.296207
25.122614,31.323215,1101.8625,9,0,0,14.987521,0,73.95196,1,11,3,0,2,0,0,0,0,0,1,0,1,0,0,0,0.06711541,8.216885,0.0,0.0,20.266563,28.222916
24.4441,44.29229,1706.911,2,0,0,7.422181,0,77.15893,1,11,4,0,2,0,0,0,0,0,1,0,1,0,0,0,0.04520384,38.579464,0.0,0.0,9.619342,34.368195
26.718122,48.10132,1115.9259,7,1,0,25.137302,0,93.009445,1,11,5,0,2,0,0,0,0,0,1,0,0,1,0,0,0.08334733,13.287064,0.010751597,0.0,27.026611,37.40972
22.465363,43.033485,1514.3085,9,0,1,16.659416,0,80.362114,1,11,6,0,2,0,0,0,0,0,1,0,0,1,0,0,0.053068522,8.929124,0.0,0.012443675,20.730436,32.749424
29.659883,34.042286,1568.1926,4,1,0,24.646246,1,92.52121,1,11,7,0,2,0,0,0,0,0,1,0,0,1,0,0,0.058998626,23.130302,0.010808333,0.0,26.638481,31.851086
24.293022,32.059254,1953.9583,3,1,1,0.26887563,0,72.66317,1,11,8,0,2,0,0,0,0,0,1,0,0,1,0,0,0.037187677,24.221056,0.01376213,0.01376213,0.37003013,28.176138
26.527039,45.75927,1208.2781,8,0,1,12.062214,0,78.20231,1,11,9,0,2,0,0,0,0,0,1,0,0,1,0,0,0.06472211,9.775289,0.0,0.012787347,15.424371,36.143154
26.904066,30.2492,1062.2124,4,1,0,9.694658,0,90.49171,1,11,10,0,2,0,0,0,0,0,1,0,0,1,0,0,0.08519173,22.622927,0.0110507365,0.0,10.713311,28.576633
29.49047,34.6272,1232.0894,5,0,0,4.5438356,1,76.68184,1,11,11,0,2,0,0,0,0,0,1,0,0,1,0,0,0.062237237,15.336368,0.0,0.0,5.9255695,32.058838
26.703875,38.379276,1422.84,2,1,1,27.415403,1,81.51852,1,11,12,0,2,0,0,0,0,0,1,0,0,0,0,1,0.057292823,40.75926,0.012267152,0.012267152,33.63089,32.541576
21.829342,42.41534,1874.4127,1,0,1,20.158499,1,67.31543,1,11,13,0,2,0,0,0,0,0,1,0,0,0,0,1,0.03591281,67.31543,0.0,0.014855435,29.946327,32.12234
26.502392,53.38213,1079.8116,8,0,1,1.6107981,0,79.496605,1,11,14,0,2,0,0,0,0,0,1,0,0,0,0,1,0.0736208,9.937076,0.0,0.012579153,2.0262475,39.94226
28.126974,46.254173,1351.9104,7,1,1,9.621473,1,86.44734,1,11,15,0,2,0,0,0,0,0,1,0,0,0,0,1,0.06394458,12.34962,0.011567736,0.011567736,11.129866,37.190575
28.406254,50.72526,1439.8695,5,1,1,3.9557943,1,93.69481,1,11,16,0,2,0,0,0,0,0,1,0,0,0,0,1,0.06507174,18.738962,0.01067295,0.01067295,4.2219996,39.565758
24.646433,51.58217,1491.1003,3,1,0,4.89175,0,79.48953,1,11,17,0,2,0,0,0,0,0,1,0,0,0,0,1,0.05330931,26.496511,0.012580273,0.0,6.1539545,38.1143
26.693645,56.491096,1765.4303,8,1,0,9.455557,1,71.90488,1,11,18,0,2,0,0,0,0,0,1,0,0,0,1,0,0.040729377,8.98811,0.013907262,0.0,13.150091,41.59237
29.211096,36.394955,1977.2185,0,0,0,15.397317,0,77.41386,1,11,19,0,2,0,0,0,0,0,1,0,0,0,1,0,0.03915291,0.0,0.0,0.0,19.889614,32.803024
24.950247,48.10441,1513.0721,0,0,1,23.679665,0,68.46854,1,11,20,0,2,0,0,0,0,0,1,0,0,0,1,0,0.045251336,0.0,0.0,0.014605248,34.58474,36.52733
24.603617,47.175224,1280.2391,6,0,0,15.122463,1,72.99317,1,11,21,0,2,0,0,0,0,0,1,0,0,0,1,0,0.057015263,12.165528,0.0,0.0,20.71764,35.88942
29.59193,57.25634,1042.072,0,0,0,14.32804,1,83.226006,1,11,22,0,2,0,0,0,0,0,1,0,0,0,1,0,0.07986589,0.0,0.0,0.0,17.21582,43.424133
29.876549,39.69924,1181.7465,1,1,0,13.211651,0,80.43141,1,11,23,0,2,0,0,0,0,0,1,0,1,0,0,0,0.06806148,80.43141,0.012432953,0.0,16.425983,34.787895
29.446484,45.99409,1702.1567,9,0,0,6.392153,1,81.66466,1,12,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0.047977168,9.073851,0.0,0.0,7.8273187,37.720287
29.599438,50.618748,1006.22534,5,1,1,0.8899839,1,91.90838,1,12,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0.09133976,18.381676,0.0108804,0.0108804,0.9683382,40.109093
22.554829,47.79165,1130.0024,2,1,0,2.1819077,1,65.67603,1,12,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0.05812026,32.838017,0.015226254,0.0,3.322228,35.17324
26.148008,30.738403,1468.4175,5,1,0,23.691307,1,76.23585,1,12,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0.051917013,15.2471695,0.013117189,0.0,31.076336,28.443207
24.929424,36.42624,1341.9076,8,1,1,11.487227,1,81.5468,1,12,4,0,2,0,0,0,0,0,0,1,1,0,0,0,0.06076931,10.19335,0.012262897,0.012262897,14.086668,30.677832
24.797543,44.307457,1887.0946,8,0,1,6.746035,0,83.75996,1,12,5,0,2,0,0,0,0,0,0,1,0,1,0,0,0.044385668,10.469995,0.0,0.011938879,8.054009,34.552498
23.349865,33.098465,1721.5212,3,1,1,5.5245442,1,76.63973,1,12,6,0,2,0,0,0,0,0,0,1,0,1,0,0,0.04451861,25.546577,0.013048062,0.013048062,7.20846,28.224165
24.600721,43.64623,1854.8777,7,0,1,16.995707,1,73.629974,1,12,7,0,2,0,0,0,0,0,0,1,0,1,0,0,0.039695326,10.518568,0.0,0.013581425,23.082592,34.123474
25.006287,38.0805,1766.6271,3,1,0,17.590872,1,86.84929,1,12,8,0,2,0,0,0,0,0,0,1,0,1,0,0,0.049161077,28.949762,0.011514199,0.0,20.254478,31.543394
20.703182,41.905365,1494.2025,4,1,1,27.689632,1,66.84868,1,12,9,0,2,0,0,0,0,0,0,1,0,1,0,0,0.0447387,16.71217,0.014959158,0.014959158,41.42136,31.304274
23.474394,39.76224,1602.6432,8,0,1,13.960286,1,73.05781,1,12,10,0,2,0,0,0,0,0,0,1,0,1,0,0,0.045585822,9.132226,0.0,0.013687791,19.108547,31.618317
22.859777,37.401127,1508.0164,1,0,0,7.0002856,0,74.12653,1,12,11,0,2,0,0,0,0,0,0,1,0,1,0,0,0.049154993,74.12653,0.0,0.0,9.443697,30.130451
23.679049,34.900696,1148.5566,2,1,1,20.450405,1,79.9385,1,12,12,0,2,0,0,0,0,0,0,1,0,0,0,1,0.06959909,39.96925,0.012509617,0.012509617,25.582674,29.289871
28.318388,40.43914,1171.7322,1,0,0,25.90073,0,78.63689,1,12,13,0,2,0,0,0,0,0,0,1,0,0,0,1,0.067111656,78.63689,0.0,0.0,32.937126,34.378765
25.304464,48.43951,1886.2184,1,1,0,5.6894155,0,65.44543,1,12,14,0,2,0,0,0,0,0,0,1,0,0,0,1,0.03469663,65.44543,0.015279907,0.0,8.693374,36.871986
22.09209,50.565063,1946.4816,7,0,1,20.756315,0,74.71188,1,12,15,0,2,0,0,0,0,0,0,1,0,0,0,1,0.03838304,10.673126,0.0,0.013384752,27.78181,36.328575
