temperatura,umidade,area,ocupacao,hvac,iluminacao,energia_renovavel,feriado,consumo_energia,ano,mes,dia,hora,fim_de_semana,semana_do_ano,dia_semana_sexta,dia_semana_segunda,dia_semana_sabado,dia_semana_domingo,dia_semana_quinta,dia_semana_terca,dia_semana_quarta,periodo_madrugada,periodo_manha,periodo_noite,periodo_tarde,consumo_energia_medio_hora,consumo_medio_por_dia,consumo_medio_por_faixa_temp,eficiencia_media_por_metro_quadrado_hora,eficiencia_media_por_metro_quadrado_dia,eficiencia_media_por_metro_quadrado_temp,kwh_medio_hora_por_pessoa,kwh_medio_dia_por_pessoa,kwh_medio_temperatura_por_pessoa,hvac_eficiencia_media_hora,hvac_eficiencia_media_dia,hvac_eficiencia_media_temp,iluminacao_eficiencia_media_dia,iluminacao_eficiencia_media_temp,percentual_renovavel_media_hora,percentual_renovavel_media_dia,percentual_renovavel_media_temp,conforto_termico
25.122614,31.323215,1101.8625,9,0,0,14.987521,0,73.95196,2022,1,11,3,0,2,0,0,0,0,0,1,0,1,0,0,0,76.23531,77.38481,82.163315,0.06918768,0.07023091,0.07456766,8.470591,8.598312,9.129257,0.0,0.0,0.0,0.0,0.0,19.659552,19.367523,18.241135,28.222916
24.4441,44.29229,1706.911,2,0,0,7.422181,0,77.15893,2022,1,11,4,0,2,0,0,0,0,0,1,0,1,0,0,0,77.11702,77.38481,72.43486,0.045179285,0.045336172,0.042436223,38.55851,38.692406,36.21743,0.0,0.0,0.0,0.0,0.0,9.624569,9.591264,10.246697,34.368195
26.718122,48.10132,1115.9259,7,1,0,25.137302,0,93.009445,2022,1,11,5,0,2,0,0,0,0,0,1,0,0,1,0,0,76.34572,77.38481,82.163315,0.06841468,0.06934583,0.073627934,10.906531,11.054973,11.737617,0.013098312,0.012922432,0.012170882,0.0,0.0,32.92562,32.48351,30.594313,37.40972
22.465363,43.033485,1514.3085,9,0,1,16.659416,0,80.362114,2022,1,11,6,0,2,0,0,0,0,0,1,0,0,1,0,0,77.93568,77.38481,72.43486,0.051466182,0.05110241,0.04783362,8.659519,8.598312,8.048318,0.0,0.0,0.0,0.012922432,0.013805508,21.375854,21.528017,22.999168,32.749424
29.659883,34.042286,1568.1926,4,1,0,24.646246,1,92.52121,2022,1,11,7,0,2,0,0,0,0,0,1,0,0,1,0,0,76.30863,77.38481,82.163315,0.04866024,0.049346495,0.052393638,19.077158,19.346203,20.540829,0.013104677,0.012922432,0.012170882,0.0,0.0,32.298107,31.848946,29.996655,31.851086
24.293022,32.059254,1953.9583,3,1,1,0.26887563,0,72.66317,2022,1,11,8,0,2,0,0,0,0,0,1,0,0,1,0,0,77.38033,77.38481,72.43486,0.039601836,0.039604127,0.037070833,25.793444,25.794937,24.144953,0.01292318,0.012922432,0.013805508,0.012922432,0.013805508,0.34747282,0.34745273,0.37119645,28.176138
26.527039,45.75927,1208.2781,8,0,1,12.062214,0,78.20231,2022,1,11,9,0,2,0,0,0,0,0,1,0,0,1,0,0,74.39843,77.38481,82.163315,0.06157393,0.06404553,0.06800034,9.299804,9.673101,10.270414,0.0,0.0,0.0,0.012922432,0.012170882,16.212996,15.587315,14.680778,36.143154
26.904066,30.2492,1062.2124,4,1,0,9.694658,0,90.49171,2022,1,11,10,0,2,0,0,0,0,0,1,0,0,1,0,0,78.22316,77.38481,82.163315,0.07364173,0.072852485,0.077351116,19.55579,19.346203,20.540829,0.012783938,0.012922432,0.012170882,0.0,0.0,12.393591,12.527856,11.799254,28.576633
29.49047,34.6272,1232.0894,5,0,0,4.5438356,1,76.68184,2022,1,11,11,0,2,0,0,0,0,0,1,0,0,1,0,0,77.00639,77.38481,82.163315,0.062500656,0.06280779,0.06668617,15.4012785,15.476962,16.432663,0.0,0.0,0.0,0.0,0.0,5.900595,5.8717413,5.5302486,32.058838
26.703875,38.379276,1422.84,2,1,1,27.415403,1,81.51852,2022,1,11,12,0,2,0,0,0,0,0,1,0,0,0,0,1,77.27699,77.38481,82.163315,0.054311797,0.054387573,0.057745997,38.638496,38.692406,41.081657,0.012940462,0.012922432,0.012170882,0.012922432,0.012170882,35.4768,35.427372,33.366962,32.541576
21.829342,42.41534,1874.4127,1,0,1,20.158499,1,67.31543,2022,1,11,13,0,2,0,0,0,0,0,1,0,0,0,0,1,76.3327,77.38481,72.43486,0.04072353,0.04128483,0.03864403,76.3327,77.38481,72.43486,0.0,0.0,0.0,0.012922432,0.013805508,26.408731,26.049683,27.829832,32.12234
26.502392,53.38213,1079.8116,8,0,1,1.6107981,0,79.496605,2022,1,11,14,0,2,0,0,0,0,0,1,0,0,0,0,1,76.2337,77.38481,82.163315,0.07059907,0.0716651,0.07609041,9.529213,9.673101,10.270414,0.0,0.0,0.0,0.012922432,0.012170882,2.1129737,2.081543,1.9604834,39.94226
28.126974,46.254173,1351.9104,7,1,1,9.621473,1,86.44734,2022,1,11,15,0,2,0,0,0,0,0,1,0,0,0,0,1,77.61918,77.38481,82.163315,0.05741444,0.05724108,0.060775712,11.088454,11.054973,11.737617,0.012883414,0.012922432,0.012170882,0.012922432,0.012170882,12.395742,12.433284,11.710182,37.190575
28.406254,50.72526,1439.8695,5,1,1,3.9557943,1,93.69481,2022,1,11,16,0,2,0,0,0,0,0,1,0,0,0,0,1,76.28007,77.38481,82.163315,0.05297707,0.053744324,0.05706303,15.256014,15.476962,16.432663,0.013109584,0.012922432,0.012170882,0.012922432,0.012170882,5.185882,5.1118484,4.814551,39.565758
24.646433,51.58217,1491.1003,3,1,0,4.89175,0,79.48953,2022,1,11,17,0,2,0,0,0,0,0,1,0,0,0,0,1,78.253,77.38481,72.43486,0.052480035,0.05189779,0.048578124,26.084333,25.794937,24.144953,0.012779063,0.012922432,0.013805508,0.0,0.0,6.251198,6.3213305,6.7533092,38.1143
26.693645,56.491096,1765.4303,8,1,0,9.455557,1,71.90488,2022,1,11,18,0,2,0,0,0,0,0,1,0,0,0,1,0,75.18646,77.38481,82.163315,0.042588178,0.0438334,0.046540108,9.398308,9.673101,10.270414,0.013300267,0.012922432,0.012170882,0.0,0.0,12.576143,12.218879,11.508246,41.59237
29.211096,36.394955,1977.2185,0,0,0,15.397317,0,77.41386,2022,1,11,19,0,2,0,0,0,0,0,1,0,0,0,1,0,78.61429,77.38481,82.163315,0.039760042,0.03913822,0.041555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.585901,19.89708,18.739893,32.803024
24.950247,48.10441,1513.0721,0,0,1,23.679665,0,68.46854,2022,1,11,20,0,2,0,0,0,0,0,1,0,0,0,1,0,77.87319,77.38481,72.43486,0.051466938,0.051144164,0.047872707,0.0,0.0,0.0,0.0,0.0,0.0,0.012922432,0.013805508,30.40798,30.599886,32.69098,36.52733
24.603617,47.175224,1280.2391,6,0,0,15.122463,1,72.99317,2022,1,11,21,0,2,0,0,0,0,0,1,0,0,0,1,0,76.38668,77.38481,72.43486,0.05966595,0.06044559,0.056579165,12.731113,12.897469,12.072476,0.0,0.0,0.0,0.0,0.0,19.797253,19.5419,20.877329,35.88942
29.59193,57.25634,1042.072,0,0,0,14.32804,1,83.226006,2022,1,11,22,0,2,0,0,0,0,0,1,0,0,0,1,0,79.14937,77.38481,82.163315,0.075953834,0.07426052,0.0788461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.102533,18.515312,17.438488,43.424133
29.876549,39.69924,1181.7465,1,1,0,13.211651,0,80.43141,2022,1,11,23,0,2,0,0,0,0,0,1,0,1,0,0,0,76.426125,77.38481,82.163315,0.06467219,0.06548343,0.06952702,76.426125,77.38481,82.163315,0.013084531,0.012922432,0.012170882,0.0,0.0,17.286825,17.072668,16.079744,34.787895
29.446484,45.99409,1702.1567,9,0,0,6.392153,1,81.66466,2022,1,12,0,0,2,0,0,0,0,0,0,1,1,0,0,0,77.9865,76.30124,82.163315,0.045816287,0.044826213,0.04827012,8.665167,8.477916,9.129257,0.0,0.0,0.0,0.0,0.0,8.1964855,8.3775215,7.779814,37.720287
29.599438,50.618748,1006.22534,5,1,1,0.8899839,1,91.90838,2022,1,12,1,0,2,0,0,0,0,0,0,1,1,0,0,0,79.2671,76.30124,82.163315,0.07877669,0.07582918,0.08165499,15.853419,15.260248,16.432663,0.0126155745,0.0131059475,0.012170882,0.0131059475,0.012170882,1.1227658,1.1664082,1.0831889,40.109093
22.554829,47.79165,1130.0024,2,1,0,2.1819077,1,65.67603,2022,1,12,2,0,2,0,0,0,0,0,0,1,1,0,0,0,75.54592,76.30124,72.43486,0.066854656,0.06752308,0.06410151,37.77296,38.15062,36.21743,0.013236982,0.0131059475,0.013805508,0.0,0.0,2.8881872,2.8595965,3.0122342,35.17324
26.148008,30.738403,1468.4175,5,1,0,23.691307,1,76.23585,2022,1,12,3,0,2,0,0,0,0,0,0,1,1,0,0,0,76.23531,76.30124,82.163315,0.051916648,0.051961545,0.055953648,15.247063,15.260248,16.432663,0.013117281,0.0131059475,0.012170882,0.0,0.0,31.076553,31.049702,28.834408,28.443207
24.929424,36.42624,1341.9076,8,1,1,11.487227,1,81.5468,2022,1,12,4,0,2,0,0,0,0,0,0,1,1,0,0,0,77.11702,76.30124,72.43486,0.057468206,0.05686028,0.053979024,9.639627,9.537655,9.054358,0.012967306,0.0131059475,0.013805508,0.0131059475,0.013805508,14.89584,15.0550995,15.858701,30.677832
24.797543,44.307457,1887.0946,8,0,1,6.746035,0,83.75996,2022,1,12,5,0,2,0,0,0,0,0,0,1,0,1,0,0,76.34572,76.30124,72.43486,0.040456753,0.040433183,0.03838433,9.543215,9.537655,9.054358,0.0,0.0,0.0,0.0131059475,0.013805508,8.836166,8.841318,9.313244,34.552498
23.349865,33.098465,1721.5212,3,1,1,5.5245442,1,76.63973,2022,1,12,6,0,2,0,0,0,0,0,0,1,0,1,0,0,77.93568,76.30124,72.43486,0.0452714,0.044321984,0.042076077,25.97856,25.433746,24.144953,0.012831094,0.0131059475,0.013805508,0.0131059475,0.013805508,7.088595,7.2404385,7.6269135,28.224165
24.600721,43.64623,1854.8777,7,0,1,16.995707,1,73.629974,2022,1,12,7,0,2,0,0,0,0,0,0,1,0,1,0,0,76.30863,76.30124,72.43486,0.041139442,0.041135456,0.03905102,10.901233,10.900177,10.347837,0.0,0.0,0.0,0.0131059475,0.013805508,22.272324,22.274485,23.463436,34.123474
25.006287,38.0805,1766.6271,3,1,0,17.590872,1,86.84929,2022,1,12,8,0,2,0,0,0,0,0,0,1,0,1,0,0,77.38033,76.30124,82.163315,0.04380117,0.04319035,0.04650858,25.793444,25.433746,27.387772,0.01292318,0.0131059475,0.012170882,0.0,0.0,22.733002,23.054502,21.409643,31.543394
20.703182,41.905365,1494.2025,4,1,1,27.689632,1,66.84868,2022,1,12,9,0,2,0,0,0,0,0,0,1,0,1,0,0,74.39843,76.30124,72.43486,0.049791396,0.051064856,0.04847727,18.599607,19.07531,18.108715,0.013441144,0.0131059475,0.013805508,0.0131059475,0.013805508,37.218033,36.289886,38.22694,31.304274
23.474394,39.76224,1602.6432,8,0,1,13.960286,1,73.05781,2022,1,12,10,0,2,0,0,0,0,0,0,1,0,1,0,0,78.22316,76.30124,72.43486,0.048808843,0.047609624,0.04519712,9.777895,9.537655,9.054358,0.0,0.0,0.0,0.0131059475,0.013805508,17.846743,18.296278,19.272882,31.618317
22.859777,37.401127,1508.0164,1,0,0,7.0002856,0,74.12653,2022,1,12,11,0,2,0,0,0,0,0,0,1,0,1,0,0,77.00639,76.30124,72.43486,0.051064692,0.05059709,0.048033208,77.00639,76.30124,72.43486,0.0,0.0,0.0,0.0,0.0,9.090525,9.174538,9.664249,30.130451
23.679049,34.900696,1148.5566,2,1,1,20.450405,1,79.9385,2022,1,12,12,0,2,0,0,0,0,0,0,1,0,0,0,1,77.27699,76.30124,72.43486,0.06728183,0.06643228,0.06306599,38.638496,38.15062,36.21743,0.012940462,0.0131059475,0.013805508,0.0131059475,0.013805508,26.463768,26.802195,28.232822,29.289871
28.318388,40.43914,1171.7322,1,0,0,25.90073,0,78.63689,2022,1,12,13,0,2,0,0,0,0,0,0,1,0,0,0,1,76.3327,76.30124,82.163315,0.06514518,0.06511833,0.07012124,76.3327,76.30124,82.163315,0.0,0.0,0.0,0.0,0.0,33.93137,33.945362,31.523472,34.378765
25.304464,48.43951,1886.2184,1,1,0,5.6894155,0,65.44543,2022,1,12,14,0,2,0,0,0,0,0,0,1,0,0,0,1,76.2337,76.30124,82.163315,0.04041616,0.040451966,0.043559812,76.2337,76.30124,82.163315,0.013117557,0.0131059475,0.012170882,0.0,0.0,7.463124,7.456518,6.9245205,36.871986
22.09209,50.565063,1946.4816,7,0,1,20.756315,0,74.71188,2022,1,12,15,0,2,0,0,0,0,0,0,1,0,0,0,1,77.61918,76.30124,72.43486,0.03987666,0.03919957,0.03721323,11.088454,10.900177,10.347837,0.0,0.0,0.0,0.0131059475,0.013805508,26.741219,27.203115,28.655148,36.328575
22.740145,45.29157,1278.9061,7,1,1,28.701183,1,71.56881,2022,1,12,16,0,2,0,0,0,0,0,0,1,0,0,0,1,76.28007,76.30124,72.43486,0.059644774,0.05966133,0.056638137,10.897153,10.900177,10.347837,0.013109584,0.0131059475,0.013805508,0.0131059475,0.013805508,37.626057,37.61562,39.62344,34.015858
29.248672,48.087677,1025.0399,4,1,0,25.683313,1,91.49098,2022,1,12,17,0,2,0,0,0,0,0,0,1,0,0,0,1,78.253,76.30124,82.163315,0.07634141,0.074437335,0.08015621,19.56325,19.07531,20.540829,0.012779063,0.0131059475,0.012170882,0.0,0.0,32.82087,33.660416,31.258858,38.668175
21.430706,47.48688,1481.1483,3,1,0,19.35166,1,66.97225,2022,1,12,18,0,2,0,0,0,0,0,0,1,0,0,1,0,75.18646,76.30124,72.43486,0.050762277,0.05151492,0.048904527,25.062155,25.433746,24.144953,0.013300267,0.0131059475,0.013805508,0.0,0.0,25.738224,25.362183,26.71595,34.458794
23.778692,52.777267,1867.1677,1,0,0,6.550839,0,75.67917,2022,1,12,19,0,2,0,0,0,0,0,0,1,0,0,1,0,78.61429,76.30124,72.43486,0.042103495,0.040864695,0.038793977,78.61429,76.30124,72.43486,0.0,0.0,0.0,0.0,0.0,8.332886,8.585495,9.043766,38.27798
24.731983,36.3414,1669.0673,3,0,1,2.7416093,0,66.82946,2022,1,12,20,0,2,0,0,0,0,0,0,1,0,0,1,0,77.87319,76.30124,72.43486,0.046656713,0.045714896,0.043398406,25.957731,25.433746,24.144953,0.0,0.0,0.0,0.0131059475,0.013805508,3.5206072,3.5931387,3.7849307,30.536692
25.59779,36.56133,1473.0986,2,1,1,7.2053385,1,86.77962,2022,1,12,21,0,2,0,0,0,0,0,0,1,0,0,1,0,76.38668,76.30124,82.163315,0.051854424,0.05179642,0.05577584,38.19334,38.15062,41.081657,0.013091288,0.0131059475,0.012170882,0.0131059475,0.012170882,9.432716,9.443278,8.769532,31.07956
29.74373,34.166916,1249.794,7,0,1,7.74527,0,83.34114,2022,1,12,22,0,2,0,0,0,0,0,0,1,0,0,1,0,79.14937,76.30124,82.163315,0.063329935,0.061051056,0.06574149,11.307053,10.900177,11.737617,0.0,0.0,0.0,0.0131059475,0.012170882,9.785637,10.150909,9.426677,31.955322
24.223267,49.20816,1228.2969,2,0,1,0.25147521,0,66.15,2022,1,12,23,0,2,0,0,0,0,0,0,1,1,0,0,0,76.426125,76.30124,72.43486,0.062221214,0.062119544,0.058971785,38.213062,38.15062,36.21743,0.0,0.0,0.0,0.0131059475,0.013805508,0.32904354,0.3295821,0.3471743,36.715714
23.324625,36.354774,1241.3833,0,0,0,17.027744,0,66.17762,2022,1,13,0,0,2,0,0,0,0,1,0,0,1,0,0,0,77.9865,76.12729,72.43486,0.06282226,0.061324563,0.058350116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83422,22.367464,23.507666,29.839699
28.303892,46.032173,1085.15,3,1,1,15.784205,1,94.17852,2022,1,13,1,0,2,0,0,0,0,1,0,0,1,0,0,0,79.2671,76.12729,82.163315,0.07304713,0.0701537,0.075716086,26.422365,25.375763,27.387772,0.0126155745,0.013135894,0.012170882,0.013135894,0.012170882,19.912682,20.733965,19.210772,37.168034
29.625555,39.954136,1498.3212,7,1,0,9.111346,1,89.632515,2022,1,13,2,0,2,0,0,0,0,1,0,0,1,0,0,0,75.54592,76.12729,82.163315,0.050420377,0.050808392,0.054836918,10.792274,10.875327,11.737617,0.013236982,0.013135894,0.012170882,0.0,0.0,12.060673,11.968568,11.089312,34.789845
20.612572,49.693535,1991.558,7,1,1,22.236551,0,71.85137,2022,1,13,3,0,2,0,0,0,0,1,0,0,1,0,0,0,76.23531,76.12729,72.43486,0.038279235,0.03822499,0.03637095,10.890759,10.875327,10.347837,0.013117281,0.013135894,0.013805508,0.013135894,0.013805508,29.168308,29.209698,30.698687,35.153053
29.927677,54.179142,1182.7095,1,1,0,13.395788,0,85.92555,2022,1,13,4,0,2,0,0,0,0,1,0,0,1,0,0,0,77.11702,76.12729,82.163315,0.06520369,0.064366855,0.06947041,77.11702,76.12729,82.163315,0.012967306,0.013135894,0.012170882,0.0,0.0,17.37073,17.596565,16.303856,42.05341
27.326782,51.07481,1920.4408,0,0,1,0.70258886,1,72.64321,2022,1,13,5,0,2,0,0,0,0,1,0,0,0,1,0,0,76.34572,76.12729,82.163315,0.039754268,0.039640527,0.04278357,0.0,0.0,0.0,0.0,0.0,0.0,0.013135894,0.012170882,0.9202728,0.9229133,0.8551126,39.200798
21.841436,57.52848,1214.5756,1,0,0,2.915925,1,71.369354,2022,1,13,6,0,2,0,0,0,0,1,0,0,0,1,0,0,77.93568,76.12729,72.43486,0.06416701,0.0626781,0.059638,77.93568,76.12729,72.43486,0.0,0.0,0.0,0.0,0.0,3.741451,3.8303282,4.025583,39.68496
21.118692,47.80595,1883.415,0,0,0,0.05576311,0,56.158207,2022,1,13,7,0,2,0,0,0,0,1,0,0,0,1,0,0,76.30863,76.12729,72.43486,0.0405161,0.040419817,0.03845932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07307576,0.07324983,0.0769838,34.462322
20.751797,44.1028,1960.702,5,0,1,22.336042,1,64.15908,2022,1,13,8,0,2,0,0,0,0,1,0,0,0,1,0,0,77.38033,76.12729,72.43486,0.039465625,0.038826548,0.036943328,15.476067,15.225458,14.486972,0.0,0.0,0.0,0.013135894,0.013805508,28.865273,29.34039,30.83604,32.4273
26.169949,47.692814,1153.6697,6,0,1,2.911491,1,78.553,2022,1,13,9,0,2,0,0,0,0,1,0,0,0,1,0,0,74.39843,76.12729,82.163315,0.0644885,0.06598707,0.0712191,12.399738,12.687881,13.693886,0.0,0.0,0.0,0.013135894,0.012170882,3.9133768,3.8245037,3.5435412,36.93138
23.17226,49.57771,1723.5651,8,1,0,26.687586,0,83.95705,2022,1,13,10,0,2,0,0,0,0,1,0,0,0,1,0,0,78.22316,76.12729,72.43486,0.04538451,0.044168502,0.042026184,9.777895,9.515911,9.054358,0.012783938,0.013135894,0.013805508,0.0,0.0,34.11724,35.05653,36.843567,36.374985
25.272816,40.193638,1047.0337,1,0,1,6.1398478,0,71.79237,2022,1,13,11,0,2,0,0,0,0,1,0,0,0,1,0,0,77.00639,76.12729,82.163315,0.0735472,0.072707586,0.078472465,77.00639,76.12729,82.163315,0.0,0.0,0.0,0.013135894,0.012170882,7.9731665,8.065239,7.4727364,32.733227
21.800785,49.950245,1700.6708,9,1,1,6.8128257,0,75.05653,2022,1,13,12,0,2,0,0,0,0,1,0,0,0,0,0,1,77.27699,76.12729,72.43486,0.045439124,0.044763096,0.042591937,8.586332,8.458588,8.048318,0.012940462,0.013135894,0.013805508,0.013135894,0.013805508,8.816111,8.949256,9.405451,35.875515
29.672113,56.543907,1196.2411,8,0,1,2.5054405,0,80.48704,2022,1,13,13,0,2,0,0,0,0,1,0,0,0,0,0,1,76.3327,76.12729,82.163315,0.06381047,0.063638754,0.06868458,9.541588,9.515911,10.270414,0.0,0.0,0.0,0.013135894,0.012170882,3.2822635,3.29112,3.049342,43.10801
25.744888,58.604664,1125.7253,5,0,0,18.971907,1,85.70653,2022,1,13,14,0,2,0,0,0,0,1,0,0,0,0,0,1,76.2337,76.12729,82.163315,0.06771963,0.0676251,0.072987,15.24674,15.225458,16.432663,0.0,0.0,0.0,0.0,0.0,24.886509,24.921295,23.090483,42.174774
28.371521,58.461655,1614.1876,3,0,1,19.908451,1,84.5861,2022,1,13,15,0,2,0,0,0,0,1,0,0,0,0,0,1,77.61918,76.12729,82.163315,0.0480856,0.047161363,0.05090072,25.87306,25.375763,27.387772,0.0,0.0,0.0,0.013135894,0.012170882,25.64888,26.15153,24.230341,43.416588
23.336912,46.0718,1444.1293,4,0,1,8.829937,1,71.58908,2022,1,13,16,0,2,0,0,0,0,1,0,0,0,0,0,1,76.28007,76.12729,72.43486,0.0528208,0.05271501,0.050158154,19.070017,19.031822,18.108715,0.0,0.0,0.0,0.013135894,0.013805508,11.575681,11.598912,12.190176,34.704357
29.073275,55.486885,1914.4521,0,1,0,6.271507,1,79.76637,2022,1,13,17,0,2,0,0,0,0,1,0,0,0,0,0,1,78.253,76.12729,82.163315,0.04087488,0.03976453,0.042917404,0.0,0.0,0.0,0.012779063,0.013135894,0.012170882,0.0,0.0,8.014398,8.238185,7.6329765,42.28008
24.496063,59.555843,1783.0527,5,1,0,22.666245,0,68.195595,2022,1,13,18,0,2,0,0,0,0,1,0,0,0,0,1,0,75.18646,76.12729,72.43486,0.04216727,0.04269492,0.04062407,15.0372925,15.225458,14.486972,0.013300267,0.013135894,0.013805508,0.0,0.0,30.14671,29.774137,31.291903,42.025955
24.005802,49.420887,1711.8536,3,1,0,24.386164,1,66.00178,2022,1,13,19,0,2,0,0,0,0,1,0,0,0,0,1,0,78.61429,76.12729,72.43486,0.045923486,0.044470675,0.0423137,26.204763,25.375763,24.144953,0.012720334,0.013135894,0.013805508,0.0,0.0,31.020016,32.03341,33.666336,36.713345
27.922213,44.018948,1858.6649,2,0,1,11.724684,1,80.5144,2022,1,13,20,0,2,0,0,0,0,1,0,0,0,0,1,0,77.87319,76.12729,82.163315,0.041897383,0.04095805,0.044205554,38.936596,38.063644,41.081657,0.0,0.0,0.0,0.013135894,0.012170882,15.056123,15.40142,14.269975,35.97058
24.047823,54.587234,1758.4183,8,1,0,14.162247,0,83.2194,2022,1,13,21,0,2,0,0,0,0,1,0,0,0,0,1,0,76.38668,76.12729,72.43486,0.04344056,0.043293048,0.04119319,9.548335,9.515911,9.054358,0.013091288,0.013135894,0.013805508,0.0,0.0,18.540205,18.603376,19.5517,39.317528
28.837301,38.597515,1729.451,5,1,1,6.6589108,1,96.2448,2022,1,13,22,0,2,0,0,0,0,1,0,0,0,0,1,0,79.14937,76.12729,82.163315,0.0457656,0.04401818,0.04750832,15.829874,15.225458,16.432663,0.01263434,0.013135894,0.012170882,0.013135894,0.012170882,8.4130945,8.747075,8.104482,33.717407
24.100296,40.031574,1892.4238,9,0,1,21.794893,0,73.10864,2022,1,13,23,0,2,0,0,0,0,1,0,0,1,0,0,0,76.426125,76.12729,72.43486,0.04038531,0.0402274,0.038276237,8.491792,8.458588,8.048318,0.0,0.0,0.0,0.013135894,0.013805508,28.517595,28.629541,30.088955,32.065933
20.960629,50.875465,1380.0443,5,0,1,26.668406,1,69.615974,2022,1,14,0,0,3,1,0,0,0,0,0,0,1,0,0,0,77.9865,77.80417,72.43486,0.056510143,0.05637802,0.052487344,15.597301,15.560834,14.486972,0.0,0.0,0.0,0.012852781,0.013805508,34.19618,34.276318,36.817085,35.918045
24.828756,55.597313,1057.9928,3,1,1,26.099707,0,85.17992,2022,1,14,1,0,3,1,0,0,0,0,0,0,1,0,0,0,79.2671,77.80417,72.43486,0.07492215,0.07353941,0.06846442,26.422365,25.934723,24.144953,0.0126155745,0.012852781,0.013805508,0.012852781,0.013805508,32.92628,33.545383,36.03197,40.213036
27.707012,30.19726,1856.876,2,1,0,25.990387,0,84.492195,2022,1,14,2,0,3,1,0,0,0,0,0,0,1,0,0,0,75.54592,77.80417,82.163315,0.04068442,0.041900575,0.044248145,37.77296,38.902084,41.081657,0.013236982,0.012852781,0.012170882,0.0,0.0,34.403427,33.404877,31.632593,28.952137
21.436573,35.16035,1545.786,4,1,0,3.3453124,0,70.536,2022,1,14,3,0,3,1,0,0,0,0,0,0,1,0,0,0,76.23531,77.80417,72.43486,0.049318153,0.05033308,0.046859566,19.058828,19.451042,18.108715,0.013117281,0.012852781,0.013805508,0.0,0.0,4.38814,4.299657,4.6183734,28.298462
21.869408,34.397343,1189.8486,5,0,0,21.284298,1,60.4918,2022,1,14,4,0,3,1,0,0,0,0,0,0,1,0,0,0,77.11702,77.80417,72.43486,0.06481246,0.06538997,0.060877375,15.423404,15.560834,14.486972,0.0,0.0,0.0,0.0,0.0,27.599998,27.356243,29.384052,28.133375
26.895422,33.03578,1757.0839,6,1,0,22.399406,0,82.167725,2022,1,14,5,0,3,1,0,0,0,0,0,0,0,1,0,0,76.34572,77.80417,82.163315,0.04345024,0.044280283,0.04676118,12.724286,12.967361,13.693886,0.013098312,0.012852781,0.012170882,0.0,0.0,29.339441,28.789469,27.262053,29.965603
29.841404,31.514423,1549.1528,3,0,0,3.0583436,1,81.91204,2022,1,14,6,0,3,1,0,0,0,0,0,0,0,1,0,0,77.93568,77.80417,82.163315,0.050308578,0.05022369,0.05303758,25.97856,25.934723,27.387772,0.0,0.0,0.0,0.0,0.0,3.9241896,3.9308224,3.7222738,30.677914
21.623251,57.409256,1090.6316,2,0,1,10.885012,0,70.01667,2022,1,14,7,0,3,1,0,0,0,0,0,0,0,1,0,0,76.30863,77.80417,72.43486,0.069967374,0.07133863,0.06641552,38.154316,38.902084,36.21743,0.0,0.0,0.0,0.012852781,0.013805508,14.264457,13.990268,15.027311,39.516254
29.971165,30.521685,1868.8873,5,1,1,24.148119,0,94.076256,2022,1,14,8,0,3,1,0,0,0,0,0,0,0,1,0,0,77.38033,77.80417,82.163315,0.041404493,0.041631278,0.04396376,15.476067,15.560834,16.432663,0.01292318,0.012852781,0.012170882,0.012852781,0.012170882,31.207048,31.03705,29.390392,30.246426
24.475683,55.101406,1121.2944,3,1,1,26.923872,1,74.400795,2022,1,14,9,0,3,1,0,0,0,0,0,0,0,1,0,0,74.39843,77.80417,72.43486,0.06635048,0.069387816,0.06459932,24.799477,25.934723,24.144953,0.013441144,0.012852781,0.013805508,0.012852781,0.013805508,36.188763,34.604664,37.169773,39.788544
27.7467,39.67821,1390.0328,5,1,1,9.2393,1,89.50707,2022,1,14,10,0,3,1,0,0,0,0,0,0,0,1,0,0,78.22316,77.80417,82.163315,0.056274325,0.0559729,0.0591089,15.644632,15.560834,16.432663,0.012783938,0.012852781,0.012170882,0.012852781,0.012170882,11.811463,11.875071,11.245043,33.712456
26.478989,53.26256,1491.7439,6,0,1,29.398758,0,81.44492,2022,1,14,11,0,3,1,0,0,0,0,0,0,0,1,0,0,77.00639,77.80417,82.163315,0.051621724,0.05215652,0.0550787,12.834399,12.967361,13.693886,0.0,0.0,0.0,0.012852781,0.012170882,38.177032,37.78558,35.78088,39.870773
29.66139,30.625189,1073.0718,7,1,1,17.328602,1,82.02666,2022,1,14,12,0,3,1,0,0,0,0,0,0,0,0,0,1,77.27699,77.80417,82.163315,0.07201475,0.072506025,0.07656833,11.039571,11.1148815,11.737617,0.012940462,0.012852781,0.012170882,0.012852781,0.012170882,22.424011,22.272074,21.090435,30.14329
28.495386,49.570038,1217.1051,8,0,0,26.79985,1,86.58972,2022,1,14,13,0,3,1,0,0,0,0,0,0,0,0,0,1,76.3327,77.80417,82.163315,0.06271661,0.063925594,0.06750716,9.541588,9.725521,10.270414,0.0,0.0,0.0,0.0,0.0,35.109264,34.445263,32.61778,39.03271
